Geneid,ensembl_gene_id,hgnc_symbol
ENSG00000276525.1,ENSG00000276525,
ENSG00000276546.1,ENSG00000276546,
ENSG00000276556.1,ENSG00000276556,
ENSG00000276568.1,ENSG00000276568,
ENSG00000276570.1,ENSG00000276570,
ENSG00000276578.1,ENSG00000276578,
ENSG00000276588.1,ENSG00000276588,RN7SL322P
ENSG00000276603.1,ENSG00000276603,
ENSG00000276612.3,ENSG00000276612,
ENSG00000276631.1,ENSG00000276631,
ENSG00000276638.1,ENSG00000276638,
ENSG00000276649.1,ENSG00000276649,
ENSG00000276688.1,ENSG00000276688,
ENSG00000276722.1,ENSG00000276722,
ENSG00000276729.1,ENSG00000276729,
ENSG00000276738.1,ENSG00000276738,
ENSG00000276757.1,ENSG00000276757,RN7SL192P
ENSG00000276758.1,ENSG00000276758,
ENSG00000276768.1,ENSG00000276768,
ENSG00000276786.1,ENSG00000276786,
ENSG00000276831.1,ENSG00000276831,
ENSG00000276846.1,ENSG00000276846,
ENSG00000276859.1,ENSG00000276859,
ENSG00000276902.1,ENSG00000276902,
ENSG00000276915.1,ENSG00000276915,
ENSG00000276923.1,ENSG00000276923,
ENSG00000276926.1,ENSG00000276926,MIR6797
ENSG00000276934.1,ENSG00000276934,
ENSG00000276952.1,ENSG00000276952,
ENSG00000276980.1,ENSG00000276980,
ENSG00000276993.1,ENSG00000276993,
ENSG00000277013.1,ENSG00000277013,
ENSG00000277022.1,ENSG00000277022,
ENSG00000277034.1,ENSG00000277034,
ENSG00000277051.1,ENSG00000277051,
ENSG00000277067.4,ENSG00000277067,
ENSG00000277087.1,ENSG00000277087,
ENSG00000277112.3,ENSG00000277112,ANKRD20A21P
ENSG00000277136.1,ENSG00000277136,
ENSG00000277235.1,ENSG00000277235,
ENSG00000277277.3,ENSG00000277277,FAM243B
ENSG00000277282.1,ENSG00000277282,IGHV1OR21-1
ENSG00000277287.1,ENSG00000277287,
ENSG00000277301.1,ENSG00000277301,
ENSG00000277315.1,ENSG00000277315,
ENSG00000277373.1,ENSG00000277373,
ENSG00000277379.1,ENSG00000277379,MIR6724-3
ENSG00000277383.1,ENSG00000277383,
ENSG00000277425.1,ENSG00000277425,
ENSG00000277437.1,ENSG00000277437,
ENSG00000277449.1,ENSG00000277449,CEBPB-AS1
ENSG00000277453.1,ENSG00000277453,
ENSG00000277493.1,ENSG00000277493,
ENSG00000277496.1,ENSG00000277496,
ENSG00000277508.1,ENSG00000277508,BSNDP3
ENSG00000277510.1,ENSG00000277510,
ENSG00000277531.2,ENSG00000277531,PNMA8C
ENSG00000277533.1,ENSG00000277533,MIR8077
ENSG00000277550.1,ENSG00000277550,
ENSG00000277558.1,ENSG00000277558,
ENSG00000277562.1,ENSG00000277562,
ENSG00000277572.1,ENSG00000277572,
ENSG00000277581.1,ENSG00000277581,
ENSG00000277587.1,ENSG00000277587,
ENSG00000277588.1,ENSG00000277588,MIR6806
ENSG00000277611.1,ENSG00000277611,
ENSG00000277636.1,ENSG00000277636,MIR8061
ENSG00000277671.1,ENSG00000277671,
ENSG00000277692.1,ENSG00000277692,
ENSG00000277708.1,ENSG00000277708,PGBD4P2
ENSG00000277739.1,ENSG00000277739,
ENSG00000277744.1,ENSG00000277744,
ENSG00000277748.1,ENSG00000277748,
ENSG00000277759.1,ENSG00000277759,MIR6719
ENSG00000277766.1,ENSG00000277766,
ENSG00000277777.1,ENSG00000277777,
ENSG00000277806.1,ENSG00000277806,
ENSG00000277825.1,ENSG00000277825,
ENSG00000277829.1,ENSG00000277829,
ENSG00000277830.1,ENSG00000277830,
ENSG00000277901.1,ENSG00000277901,
ENSG00000277904.1,ENSG00000277904,MIR7850
ENSG00000277938.1,ENSG00000277938,
ENSG00000277965.1,ENSG00000277965,
ENSG00000277967.1,ENSG00000277967,
ENSG00000277975.1,ENSG00000277975,CSTP2
ENSG00000277977.1,ENSG00000277977,
ENSG00000277991.4,ENSG00000277991,
ENSG00000278000.1,ENSG00000278000,
ENSG00000278007.1,ENSG00000278007,
ENSG00000278012.1,ENSG00000278012,
ENSG00000278017.1,ENSG00000278017,
ENSG00000278035.1,ENSG00000278035,
ENSG00000278041.1,ENSG00000278041,
ENSG00000278075.1,ENSG00000278075,
ENSG00000278106.1,ENSG00000278106,
ENSG00000278107.1,ENSG00000278107,
ENSG00000278153.1,ENSG00000278153,
ENSG00000278159.1,ENSG00000278159,MIR8062
ENSG00000278171.1,ENSG00000278171,
ENSG00000278181.1,ENSG00000278181,
ENSG00000278189.1,ENSG00000278189,RNA5-8SN1
ENSG00000278192.1,ENSG00000278192,
ENSG00000278231.1,ENSG00000278231,
ENSG00000278233.1,ENSG00000278233,RNA5-8SN2
ENSG00000278239.1,ENSG00000278239,
ENSG00000278264.1,ENSG00000278264,MIR6803
ENSG00000278276.1,ENSG00000278276,
ENSG00000278328.1,ENSG00000278328,MIR6802
ENSG00000278330.1,ENSG00000278330,
ENSG00000278367.1,ENSG00000278367,
ENSG00000278381.1,ENSG00000278381,
ENSG00000278383.1,ENSG00000278383,
ENSG00000278410.1,ENSG00000278410,
ENSG00000278492.1,ENSG00000278492,
ENSG00000278525.1,ENSG00000278525,RN7SL607P
ENSG00000278532.1,ENSG00000278532,
ENSG00000278543.1,ENSG00000278543,
ENSG00000278595.1,ENSG00000278595,
ENSG00000278607.1,ENSG00000278607,
ENSG00000278617.1,ENSG00000278617,MIR8074
ENSG00000278618.1,ENSG00000278618,MIR8069-2
ENSG00000278643.1,ENSG00000278643,
ENSG00000278678.1,ENSG00000278678,CYCSP41
ENSG00000278719.1,ENSG00000278719,MCM8-AS1
ENSG00000278775.1,ENSG00000278775,
ENSG00000278797.1,ENSG00000278797,
ENSG00000278813.1,ENSG00000278813,
ENSG00000278816.1,ENSG00000278816,
ENSG00000278875.1,ENSG00000278875,
ENSG00000278878.1,ENSG00000278878,
ENSG00000278884.1,ENSG00000278884,
ENSG00000278895.1,ENSG00000278895,
ENSG00000278897.1,ENSG00000278897,
ENSG00000278902.1,ENSG00000278902,
ENSG00000278903.3,ENSG00000278903,
ENSG00000278911.1,ENSG00000278911,
ENSG00000278917.1,ENSG00000278917,
ENSG00000278927.1,ENSG00000278927,
ENSG00000278931.1,ENSG00000278931,
ENSG00000278955.3,ENSG00000278955,
ENSG00000278961.2,ENSG00000278961,SMIM34B
ENSG00000278971.1,ENSG00000278971,
ENSG00000278996.1,ENSG00000278996,
ENSG00000278999.1,ENSG00000278999,
ENSG00000279009.1,ENSG00000279009,
ENSG00000279039.1,ENSG00000279039,
ENSG00000279044.1,ENSG00000279044,
ENSG00000279062.1,ENSG00000279062,
ENSG00000279063.1,ENSG00000279063,
ENSG00000279064.1,ENSG00000279064,
ENSG00000279077.1,ENSG00000279077,
ENSG00000279094.3,ENSG00000279094,LINC01670
ENSG00000279095.1,ENSG00000279095,
ENSG00000279103.1,ENSG00000279103,
ENSG00000279108.1,ENSG00000279108,
ENSG00000279156.1,ENSG00000279156,
ENSG00000279161.1,ENSG00000279161,
ENSG00000279164.1,ENSG00000279164,
ENSG00000279167.1,ENSG00000279167,
ENSG00000279172.1,ENSG00000279172,
ENSG00000279177.1,ENSG00000279177,CTBP2P9
ENSG00000279186.1,ENSG00000279186,
ENSG00000279198.1,ENSG00000279198,
ENSG00000279203.1,ENSG00000279203,
ENSG00000279208.1,ENSG00000279208,
ENSG00000279211.1,ENSG00000279211,
ENSG00000279213.1,ENSG00000279213,SNX18P10
ENSG00000279221.1,ENSG00000279221,
ENSG00000279226.1,ENSG00000279226,
ENSG00000279236.1,ENSG00000279236,
ENSG00000279253.1,ENSG00000279253,
ENSG00000279262.1,ENSG00000279262,
ENSG00000279300.1,ENSG00000279300,
ENSG00000279303.1,ENSG00000279303,
ENSG00000279321.1,ENSG00000279321,
ENSG00000279322.1,ENSG00000279322,
ENSG00000279329.1,ENSG00000279329,
ENSG00000279377.1,ENSG00000279377,
ENSG00000279381.1,ENSG00000279381,
ENSG00000279387.1,ENSG00000279387,
ENSG00000279390.1,ENSG00000279390,
ENSG00000279397.1,ENSG00000279397,
ENSG00000279404.1,ENSG00000279404,
ENSG00000279405.1,ENSG00000279405,
ENSG00000279407.1,ENSG00000279407,
ENSG00000279414.1,ENSG00000279414,
ENSG00000279416.1,ENSG00000279416,
ENSG00000279425.1,ENSG00000279425,
ENSG00000279426.1,ENSG00000279426,
ENSG00000279433.1,ENSG00000279433,
ENSG00000279447.1,ENSG00000279447,
ENSG00000279452.1,ENSG00000279452,
ENSG00000279474.1,ENSG00000279474,
ENSG00000279477.1,ENSG00000279477,
ENSG00000279488.1,ENSG00000279488,
ENSG00000279493.1,ENSG00000279493,
ENSG00000279501.1,ENSG00000279501,
ENSG00000279504.1,ENSG00000279504,
ENSG00000279529.1,ENSG00000279529,
ENSG00000279539.1,ENSG00000279539,
ENSG00000279541.1,ENSG00000279541,
ENSG00000279579.3,ENSG00000279579,LINC01666
ENSG00000279590.1,ENSG00000279590,
ENSG00000279599.1,ENSG00000279599,
ENSG00000279610.1,ENSG00000279610,C20orf181
ENSG00000279611.1,ENSG00000279611,
ENSG00000279615.1,ENSG00000279615,
ENSG00000279617.1,ENSG00000279617,
ENSG00000279619.1,ENSG00000279619,
ENSG00000279637.1,ENSG00000279637,
ENSG00000279647.1,ENSG00000279647,
ENSG00000279648.1,ENSG00000279648,
ENSG00000279653.1,ENSG00000279653,
ENSG00000279669.1,ENSG00000279669,
ENSG00000279676.1,ENSG00000279676,
ENSG00000279687.1,ENSG00000279687,
ENSG00000279709.1,ENSG00000279709,
ENSG00000279716.1,ENSG00000279716,
ENSG00000279717.1,ENSG00000279717,
ENSG00000279718.1,ENSG00000279718,SNX18P12
ENSG00000279720.1,ENSG00000279720,SOWAHCP2
ENSG00000279728.1,ENSG00000279728,
ENSG00000279748.1,ENSG00000279748,
ENSG00000279751.1,ENSG00000279751,
ENSG00000279753.1,ENSG00000279753,
ENSG00000279759.1,ENSG00000279759,
ENSG00000279769.1,ENSG00000279769,
ENSG00000279773.1,ENSG00000279773,
ENSG00000279783.1,ENSG00000279783,
ENSG00000279784.1,ENSG00000279784,
ENSG00000279788.1,ENSG00000279788,
ENSG00000279794.1,ENSG00000279794,
ENSG00000279807.1,ENSG00000279807,
ENSG00000279811.1,ENSG00000279811,
ENSG00000279827.1,ENSG00000279827,
ENSG00000279835.1,ENSG00000279835,
ENSG00000279851.2,ENSG00000279851,
ENSG00000279861.1,ENSG00000279861,
ENSG00000279882.1,ENSG00000279882,
ENSG00000279895.1,ENSG00000279895,
ENSG00000279936.1,ENSG00000279936,
ENSG00000279948.1,ENSG00000279948,
ENSG00000279959.1,ENSG00000279959,
ENSG00000279966.2,ENSG00000279966,
ENSG00000279967.1,ENSG00000279967,
ENSG00000279971.1,ENSG00000279971,
ENSG00000279977.1,ENSG00000279977,
ENSG00000279981.1,ENSG00000279981,
ENSG00000279990.1,ENSG00000279990,RPSAP68
ENSG00000279998.1,ENSG00000279998,
ENSG00000280013.1,ENSG00000280013,
ENSG00000280014.1,ENSG00000280014,
ENSG00000280019.1,ENSG00000280019,
ENSG00000280023.1,ENSG00000280023,
ENSG00000280061.1,ENSG00000280061,
ENSG00000280079.1,ENSG00000280079,
ENSG00000280082.1,ENSG00000280082,
ENSG00000280087.1,ENSG00000280087,
ENSG00000280091.1,ENSG00000280091,
ENSG00000280095.1,ENSG00000280095,
ENSG00000280103.1,ENSG00000280103,
ENSG00000280106.1,ENSG00000280106,
ENSG00000280108.2,ENSG00000280108,
ENSG00000280121.1,ENSG00000280121,
ENSG00000280145.3,ENSG00000280145,
ENSG00000280162.1,ENSG00000280162,
ENSG00000280164.1,ENSG00000280164,
ENSG00000280171.1,ENSG00000280171,
ENSG00000280172.1,ENSG00000280172,
ENSG00000280179.1,ENSG00000280179,
ENSG00000280191.3,ENSG00000280191,LINC01669
ENSG00000280194.1,ENSG00000280194,
ENSG00000280205.1,ENSG00000280205,
ENSG00000280213.1,ENSG00000280213,UCKL1-AS1
ENSG00000280220.1,ENSG00000280220,
ENSG00000280229.1,ENSG00000280229,
ENSG00000280239.1,ENSG00000280239,
ENSG00000280243.1,ENSG00000280243,MTCO1P1
ENSG00000280247.1,ENSG00000280247,
ENSG00000280282.1,ENSG00000280282,
ENSG00000280330.1,ENSG00000280330,CTBP2P10
ENSG00000280332.1,ENSG00000280332,
ENSG00000280346.1,ENSG00000280346,
ENSG00000280350.1,ENSG00000280350,LINC01726
ENSG00000280353.1,ENSG00000280353,
ENSG00000280372.1,ENSG00000280372,
ENSG00000280387.1,ENSG00000280387,
ENSG00000280394.1,ENSG00000280394,
ENSG00000280412.1,ENSG00000280412,
ENSG00000280432.1,ENSG00000280432,
ENSG00000280433.1,ENSG00000280433,
ENSG00000280436.1,ENSG00000280436,
ENSG00000280594.1,ENSG00000280594,BTG3-AS1
ENSG00000280614.1,ENSG00000280614,
ENSG00000280800.1,ENSG00000280800,
ENSG00000280936.1,ENSG00000280936,
ENSG00000281181.1,ENSG00000281181,
ENSG00000281365.1,ENSG00000281365,
ENSG00000281376.1,ENSG00000281376,ABALON
ENSG00000281379.2,ENSG00000281379,SEPTIN14P19
ENSG00000281383.1,ENSG00000281383,
ENSG00000281460.1,ENSG00000281460,
ENSG00000281468.1,ENSG00000281468,
ENSG00000281903.2,ENSG00000281903,LINC02246
ENSG00000282051.1,ENSG00000282051,
ENSG00000282059.1,ENSG00000282059,CICP19
ENSG00000282137.1,ENSG00000282137,OR4G3P
ENSG00000282339.1,ENSG00000282339,
ENSG00000282393.1,ENSG00000282393,
ENSG00000282416.1,ENSG00000282416,
ENSG00000282458.1,ENSG00000282458,WASH5P
ENSG00000282478.1,ENSG00000282478,
ENSG00000282535.1,ENSG00000282535,
ENSG00000282542.1,ENSG00000282542,
ENSG00000282591.1,ENSG00000282591,FAM138F
ENSG00000282732.1,ENSG00000282732,
ENSG00000282798.1,ENSG00000282798,
ENSG00000282807.3,ENSG00000282807,
ENSG00000282842.1,ENSG00000282842,FRG2EP
ENSG00000282851.2,ENSG00000282851,BISPR
ENSG00000282870.1,ENSG00000282870,FRG1DP
ENSG00000282876.1,ENSG00000282876,
ENSG00000282894.1,ENSG00000282894,DUX4L33
ENSG00000282911.1,ENSG00000282911,DUX4L35
ENSG00000282921.1,ENSG00000282921,CFTRP2
ENSG00000282935.1,ENSG00000282935,DUX4L34
ENSG00000282943.1,ENSG00000282943,
ENSG00000282949.1,ENSG00000282949,PCMTD1P7
ENSG00000282951.1,ENSG00000282951,
ENSG00000282968.1,ENSG00000282968,AGGF1P10
ENSG00000282995.1,ENSG00000282995,FRG1EP
ENSG00000283005.1,ENSG00000283005,CDC27P3
ENSG00000283020.1,ENSG00000283020,DUX4L37
ENSG00000283069.1,ENSG00000283069,DUX4L32
ENSG00000283078.1,ENSG00000283078,
ENSG00000283108.1,ENSG00000283108,
ENSG00000283123.1,ENSG00000283123,RARRES2P11
ENSG00000283125.1,ENSG00000283125,
ENSG00000283142.1,ENSG00000283142,
ENSG00000283201.1,ENSG00000283201,
ENSG00000283206.1,ENSG00000283206,MIR941-1
ENSG00000283212.1,ENSG00000283212,MIR642B
ENSG00000283236.1,ENSG00000283236,
ENSG00000283251.1,ENSG00000283251,
ENSG00000283269.1,ENSG00000283269,
ENSG00000283285.1,ENSG00000283285,
ENSG00000283289.1,ENSG00000283289,MIR524
ENSG00000283291.1,ENSG00000283291,
ENSG00000283320.1,ENSG00000283320,MIR103B2
ENSG00000283330.1,ENSG00000283330,MIR518D
ENSG00000283403.1,ENSG00000283403,
ENSG00000283433.1,ENSG00000283433,RNA5SP532
ENSG00000283440.1,ENSG00000283440,LINC01260
ENSG00000283441.1,ENSG00000283441,MIR499B
ENSG00000283443.1,ENSG00000283443,
ENSG00000283452.1,ENSG00000283452,
ENSG00000283455.1,ENSG00000283455,MIR523
ENSG00000283479.1,ENSG00000283479,
ENSG00000283490.1,ENSG00000283490,MIR518C
ENSG00000283513.1,ENSG00000283513,MIR941-3
ENSG00000283515.1,ENSG00000283515,
ENSG00000283525.1,ENSG00000283525,
ENSG00000283527.1,ENSG00000283527,
ENSG00000283529.1,ENSG00000283529,
ENSG00000283540.1,ENSG00000283540,MIR520F
ENSG00000283567.1,ENSG00000283567,C19orf85
ENSG00000283568.1,ENSG00000283568,
ENSG00000283592.1,ENSG00000283592,
ENSG00000283663.1,ENSG00000283663,
ENSG00000283667.1,ENSG00000283667,
ENSG00000283673.1,ENSG00000283673,MIR4531
ENSG00000283679.1,ENSG00000283679,
ENSG00000283685.1,ENSG00000283685,MIR522
ENSG00000283695.1,ENSG00000283695,
ENSG00000283728.1,ENSG00000283728,MIR7108
ENSG00000283757.1,ENSG00000283757,
ENSG00000283758.2,ENSG00000283758,PMIS2
ENSG00000283801.1,ENSG00000283801,MIR1302-11
ENSG00000283822.1,ENSG00000283822,MIR639
ENSG00000283842.1,ENSG00000283842,MIR4751
ENSG00000283907.1,ENSG00000283907,
ENSG00000283928.1,ENSG00000283928,MIR637
ENSG00000283950.1,ENSG00000283950,MIR6791
ENSG00000283980.1,ENSG00000283980,GNG14
ENSG00000284029.1,ENSG00000284029,MIR6805
ENSG00000284034.1,ENSG00000284034,MIR5196
ENSG00000284040.1,ENSG00000284040,MIR296
ENSG00000284065.1,ENSG00000284065,MIR6887
ENSG00000284074.1,ENSG00000284074,MIR4758
ENSG00000284081.1,ENSG00000284081,MIR1199
ENSG00000284114.1,ENSG00000284114,MIR6800
ENSG00000284125.1,ENSG00000284125,MIR1825
ENSG00000284129.1,ENSG00000284129,MIR6789
ENSG00000284159.1,ENSG00000284159,MIR3940
ENSG00000284193.1,ENSG00000284193,MIR1257
ENSG00000284216.1,ENSG00000284216,MIR1909
ENSG00000284258.1,ENSG00000284258,MIR8085
ENSG00000284268.1,ENSG00000284268,MIR1181
ENSG00000284272.1,ENSG00000284272,MIR4321
ENSG00000284361.1,ENSG00000284361,MIR4745
ENSG00000284362.1,ENSG00000284362,MIR519A2
ENSG00000284387.1,ENSG00000284387,MIR24-2
ENSG00000284394.1,ENSG00000284394,MIR4750
ENSG00000284411.1,ENSG00000284411,MIR3191
ENSG00000284419.1,ENSG00000284419,MIR663A
ENSG00000284428.1,ENSG00000284428,
ENSG00000284430.1,ENSG00000284430,
ENSG00000284433.1,ENSG00000284433,MIR1914
ENSG00000284436.1,ENSG00000284436,MIR6869
ENSG00000284481.1,ENSG00000284481,MIR1292
ENSG00000284490.1,ENSG00000284490,
ENSG00000284491.2,ENSG00000284491,THSD8
ENSG00000284508.1,ENSG00000284508,MIR133A2
ENSG00000284544.1,ENSG00000284544,MIR330
ENSG00000284550.1,ENSG00000284550,MIR8069-1
ENSG00000284553.1,ENSG00000284553,MIR6886
ENSG00000284568.1,ENSG00000284568,MIR371B
ENSG00000284583.1,ENSG00000284583,MIR935
ENSG00000284638.1,ENSG00000284638,
ENSG00000284711.1,ENSG00000284711,
ENSG00000284776.1,ENSG00000284776,
ENSG00000284797.1,ENSG00000284797,
ENSG00000284985.1,ENSG00000284985,
ENSG00000285091.1,ENSG00000285091,
ENSG00000285100.1,ENSG00000285100,
ENSG00000285128.1,ENSG00000285128,
ENSG00000285144.1,ENSG00000285144,
ENSG00000285188.1,ENSG00000285188,
ENSG00000285347.1,ENSG00000285347,
ENSG00000285382.1,ENSG00000285382,
ENSG00000285505.1,ENSG00000285505,
ENSG00000285508.1,ENSG00000285508,
ENSG00000285526.1,ENSG00000285526,
ENSG00000285583.1,ENSG00000285583,
ENSG00000285589.1,ENSG00000285589,
ENSG00000285674.1,ENSG00000285674,
ENSG00000285723.1,ENSG00000285723,
ENSG00000285796.1,ENSG00000285796,
ENSG00000285915.1,ENSG00000285915,
ENSG00000003096.14,ENSG00000003096,KLHL13
ENSG00000005889.15,ENSG00000005889,ZFX
ENSG00000009694.13,ENSG00000009694,TENM1
ENSG00000046647.13,ENSG00000046647,GEMIN8
ENSG00000067840.12,ENSG00000067840,PDZD4
ENSG00000067842.17,ENSG00000067842,ATP2B3
ENSG00000068308.13,ENSG00000068308,OTUD5
ENSG00000068400.13,ENSG00000068400,GRIPAP1
ENSG00000069998.12,ENSG00000069998,HDHD5
ENSG00000072315.3,ENSG00000072315,TRPC5
ENSG00000073905.8,ENSG00000073905,VDAC1P1
ENSG00000076770.14,ENSG00000076770,MBNL3
ENSG00000079974.17,ENSG00000079974,RABL2B
ENSG00000080561.13,ENSG00000080561,MID2
ENSG00000085185.15,ENSG00000085185,BCORL1
ENSG00000086717.18,ENSG00000086717,PPEF1
ENSG00000089472.16,ENSG00000089472,HEPH
ENSG00000089682.16,ENSG00000089682,RBM41
ENSG00000093100.13,ENSG00000093100,
ENSG00000099715.14,ENSG00000099715,PCDH11Y
ENSG00000099725.14,ENSG00000099725,PRKY
ENSG00000099917.17,ENSG00000099917,MED15
ENSG00000099954.18,ENSG00000099954,CECR2
ENSG00000099957.16,ENSG00000099957,P2RX6
ENSG00000099977.14,ENSG00000099977,DDT
ENSG00000099984.11,ENSG00000099984,GSTT2
ENSG00000100033.16,ENSG00000100033,PRODH
ENSG00000100058.12,ENSG00000100058,CRYBB2P1
ENSG00000100084.14,ENSG00000100084,HIRA
ENSG00000100101.15,ENSG00000100101,
ENSG00000100104.13,ENSG00000100104,SRRD
ENSG00000100139.13,ENSG00000100139,MICALL1
ENSG00000100147.13,ENSG00000100147,CCDC134
ENSG00000100154.14,ENSG00000100154,TTC28
ENSG00000100156.10,ENSG00000100156,SLC16A8
ENSG00000100167.20,ENSG00000100167,SEPTIN3
ENSG00000100181.22,ENSG00000100181,TPTEP1
ENSG00000100191.5,ENSG00000100191,SLC5A4
ENSG00000100211.10,ENSG00000100211,CBY1
ENSG00000100219.16,ENSG00000100219,XBP1
ENSG00000100221.10,ENSG00000100221,JOSD1
ENSG00000100228.12,ENSG00000100228,RAB36
ENSG00000100242.15,ENSG00000100242,SUN2
ENSG00000100249.4,ENSG00000100249,C22orf31
ENSG00000100280.16,ENSG00000100280,AP1B1
ENSG00000100296.13,ENSG00000100296,THOC5
ENSG00000100298.15,ENSG00000100298,APOBEC3H
ENSG00000100336.17,ENSG00000100336,APOL4
ENSG00000100350.14,ENSG00000100350,FOXRED2
ENSG00000100364.18,ENSG00000100364,KIAA0930
ENSG00000100379.17,ENSG00000100379,KCTD17
ENSG00000100425.18,ENSG00000100425,BRD1
ENSG00000101888.11,ENSG00000101888,NXT2
ENSG00000101974.14,ENSG00000101974,ATP11C
ENSG00000102053.12,ENSG00000102053,ZC3H12B
ENSG00000102096.9,ENSG00000102096,PIM2
ENSG00000102128.8,ENSG00000102128,RAB40AL
ENSG00000102290.22,ENSG00000102290,PCDH11X
ENSG00000102362.15,ENSG00000102362,SYTL4
ENSG00000102384.13,ENSG00000102384,CENPI
ENSG00000102385.12,ENSG00000102385,DRP2
ENSG00000102387.15,ENSG00000102387,TAF7L
ENSG00000120498.13,ENSG00000120498,TEX11
ENSG00000120509.10,ENSG00000120509,PDZD11
ENSG00000123165.8,ENSG00000123165,ACTRT1
ENSG00000123569.8,ENSG00000123569,H2BW1
ENSG00000123576.5,ENSG00000123576,ESX1
ENSG00000123584.7,ENSG00000123584,MAGEA9
ENSG00000123594.5,ENSG00000123594,ATXN3L
ENSG00000124334.17,ENSG00000124334,IL9R
ENSG00000125355.15,ENSG00000125355,TMEM255A
ENSG00000125363.14,ENSG00000125363,AMELX
ENSG00000125962.14,ENSG00000125962,ARMCX5
ENSG00000126016.15,ENSG00000126016,AMOT
ENSG00000126752.7,ENSG00000126752,SSX1
ENSG00000126768.12,ENSG00000126768,TIMM17B
ENSG00000126890.13,ENSG00000126890,CTAG2
ENSG00000128250.5,ENSG00000128250,RFPL1
ENSG00000128262.8,ENSG00000128262,POM121L9P
ENSG00000128276.10,ENSG00000128276,RFPL3
ENSG00000128284.19,ENSG00000128284,APOL3
ENSG00000128285.4,ENSG00000128285,MCHR1
ENSG00000128309.16,ENSG00000128309,MPST
ENSG00000128313.2,ENSG00000128313,APOL5
ENSG00000129816.5,ENSG00000129816,TTTY1B
ENSG00000129845.5,ENSG00000129845,TTTY1
ENSG00000129864.6,ENSG00000129864,VCY
ENSG00000129873.7,ENSG00000129873,CDY2B
ENSG00000130052.13,ENSG00000130052,STARD8
ENSG00000130066.16,ENSG00000130066,SAT1
ENSG00000130538.5,ENSG00000130538,OR11H1
ENSG00000130827.6,ENSG00000130827,PLXNA3
ENSG00000131007.9,ENSG00000131007,TTTY9B
ENSG00000131264.3,ENSG00000131264,CDX4
ENSG00000131538.7,ENSG00000131538,TTTY6
ENSG00000131548.7,ENSG00000131548,TTTY6B
ENSG00000133124.11,ENSG00000133124,IRS4
ENSG00000133136.4,ENSG00000133136,GNG5P2
ENSG00000133142.17,ENSG00000133142,TCEAL4
ENSG00000133460.19,ENSG00000133460,SLC2A11
ENSG00000133475.17,ENSG00000133475,GGT2
ENSG00000133519.12,ENSG00000133519,ZDHHC8P1
ENSG00000134588.12,ENSG00000134588,USP26
ENSG00000138867.16,ENSG00000138867,GUCD1
ENSG00000138892.11,ENSG00000138892,TTLL8
ENSG00000142185.16,ENSG00000142185,TRPM2
ENSG00000142197.12,ENSG00000142197,DOP1B
ENSG00000147059.8,ENSG00000147059,SPIN2A
ENSG00000147124.12,ENSG00000147124,ZNF41
ENSG00000147127.8,ENSG00000147127,RAB41
ENSG00000147130.14,ENSG00000147130,ZMYM3
ENSG00000147138.2,ENSG00000147138,GPR174
ENSG00000147145.12,ENSG00000147145,LPAR4
ENSG00000147160.9,ENSG00000147160,AWAT2
ENSG00000147174.11,ENSG00000147174,GCNA
ENSG00000147234.10,ENSG00000147234,FRMPD3
ENSG00000147251.15,ENSG00000147251,DOCK11
ENSG00000147274.14,ENSG00000147274,RBMX
ENSG00000147378.11,ENSG00000147378,FATE1
ENSG00000147381.11,ENSG00000147381,MAGEA4
ENSG00000147394.18,ENSG00000147394,ZNF185
ENSG00000147753.9,ENSG00000147753,TTTY7
ENSG00000147761.8,ENSG00000147761,TTTY7B
ENSG00000154545.16,ENSG00000154545,MAGED4
ENSG00000154723.12,ENSG00000154723,ATP5PF
ENSG00000154727.10,ENSG00000154727,GABPA
ENSG00000156299.13,ENSG00000156299,TIAM1
ENSG00000156500.15,ENSG00000156500,FAM122C
ENSG00000156504.16,ENSG00000156504,FAM122B
ENSG00000157502.13,ENSG00000157502,PWWP3B
ENSG00000157514.16,ENSG00000157514,TSC22D3
ENSG00000157578.13,ENSG00000157578,LCA5L
ENSG00000157625.15,ENSG00000157625,TAB3
ENSG00000158301.18,ENSG00000158301,GPRASP2
ENSG00000158352.15,ENSG00000158352,SHROOM4
ENSG00000158639.12,ENSG00000158639,PAGE5
ENSG00000159197.3,ENSG00000159197,KCNE2
ENSG00000159212.12,ENSG00000159212,CLIC6
ENSG00000159496.14,ENSG00000159496,RGL4
ENSG00000160131.13,ENSG00000160131,VMA21
ENSG00000160180.15,ENSG00000160180,TFF3
ENSG00000160202.7,ENSG00000160202,CRYAA
ENSG00000160223.17,ENSG00000160223,ICOSLG
ENSG00000161103.11,ENSG00000161103,
ENSG00000161132.6,ENSG00000161132,
ENSG00000161133.16,ENSG00000161133,USP41
ENSG00000161149.12,ENSG00000161149,TUBA3FP
ENSG00000165175.15,ENSG00000165175,MID1IP1
ENSG00000165194.15,ENSG00000165194,PCDH19
ENSG00000165246.14,ENSG00000165246,NLGN4Y
ENSG00000165359.15,ENSG00000165359,INTS6L
ENSG00000165509.13,ENSG00000165509,MAGEC3
ENSG00000165583.14,ENSG00000165583,SSX5
ENSG00000165591.6,ENSG00000165591,FAAH2
ENSG00000165675.16,ENSG00000165675,ENOX2
ENSG00000165694.9,ENSG00000165694,FRMD7
ENSG00000166160.9,ENSG00000166160,OPN1MW2
